timestamp,game,piece,objective,interruption_in,interruption_out,interruption_type,interruption_begin_time,interruption_due_time
2023-10-24 17:21:23,1,0,0,0,0,none,0,0
2023-10-24 17:21:39,0,1,0,0,0,none,0,0
2023-10-24 17:21:55,0,1,0,0,0,none,0,0
2023-10-24 17:22:11,0,1,0,0,0,none,0,0
2023-10-24 17:22:27,0,1,0,0,0,none,0,0
2023-10-24 17:22:43,0,1,0,0,0,none,0,0
2023-10-24 17:22:59,0,1,0,0,0,none,0,0
2023-10-24 17:23:15,0,1,0,0,0,none,0,0
2023-10-24 17:23:31,0,1,0,0,0,none,0,0
2023-10-24 17:23:34,0,0,1,0,0,none,0,0
2023-10-24 17:23:47,0,1,0,0,0,none,0,0
2023-10-24 17:24:03,0,1,0,0,0,none,0,0
2023-10-24 17:24:19,0,1,0,0,0,none,0,0
2023-10-24 17:24:24,-1,0,0,0,0,none,0,0
