timestamp,game,piece,objective,interruption_in,interruption_out,interruption_type,interruption_begin_time,interruption_due_time
2023-10-24 17:12:43,1,0,0,0,0,none,0,0
2023-10-24 17:13:00,0,1,0,0,0,none,0,0
2023-10-24 17:13:16,0,1,0,0,0,none,0,0
2023-10-24 17:13:32,0,1,0,0,0,none,0,0
2023-10-24 17:13:48,0,1,0,0,0,none,0,0
2023-10-24 17:14:04,0,1,0,0,0,none,0,0
2023-10-24 17:14:20,0,1,0,0,0,none,0,0
2023-10-24 17:14:36,0,1,0,0,0,none,0,0
2023-10-24 17:15:07,0,1,0,0,0,none,0,0
2023-10-24 17:15:23,0,1,0,0,0,none,0,0
2023-10-24 17:15:23,0,0,1,0,0,none,0,0
2023-10-24 17:15:39,0,1,0,0,0,none,0,0
2023-10-24 17:15:55,0,1,0,0,0,none,0,0
2023-10-24 17:16:11,0,1,0,0,0,none,0,0
2023-10-24 17:16:27,0,1,0,0,0,none,0,0
2023-10-24 17:16:37,0,0,1,0,0,none,0,0
2023-10-24 17:16:57,0,1,0,0,0,none,0,0
2023-10-24 17:17:13,0,1,0,0,0,none,0,0
2023-10-24 17:17:40,0,1,0,0,0,none,0,0
2023-10-24 17:17:44,-1,0,0,0,0,none,0,0
