timestamp,game,piece,objective,interruption_in,interruption_out,interruption_type,interruption_begin_time,interruption_due_time
1698167563,1,0,0,0,0,none,0,0
1698167580,0,1,0,0,0,none,0,0
1698167596,0,1,0,0,0,none,0,0
1698167612,0,1,0,0,0,none,0,0
1698167628,0,1,0,0,0,none,0,0
1698167644,0,1,0,0,0,none,0,0
1698167660,0,1,0,0,0,none,0,0
1698167676,0,1,0,0,0,none,0,0
1698167707,0,1,0,0,0,none,0,0
1698167723,0,1,0,0,0,none,0,0
1698167723,0,0,1,0,0,none,0,0
1698167739,0,1,0,0,0,none,0,0
1698167755,0,1,0,0,0,none,0,0
1698167771,0,1,0,0,0,none,0,0
1698167787,0,1,0,0,0,none,0,0
1698167797,0,0,1,0,0,none,0,0
1698167817,0,1,0,0,0,none,0,0
1698167833,0,1,0,0,0,none,0,0
1698167860,0,1,0,0,0,none,0,0
1698167864,-1,0,0,0,0,none,0,0
