timestamp,game,piece,objective,interruption_in,interruption_out,interruption_type,interruption_begin_time,interruption_due_time
1696949632,1,0,0,0,0,none,0,0
1696949648,0,1,0,0,0,none,0,0
1696949664,0,1,0,0,0,none,0,0
1696949680,0,1,0,0,0,none,0,0
1696949696,0,1,0,0,0,none,0,0
1696949712,0,1,0,0,0,none,0,0
1696949728,0,1,0,0,0,none,0,0
1696949734,0,0,0,1,0,question,1696949778,1696949843
1696949744,0,1,0,0,0,none,0,0
1696949760,0,1,0,0,0,none,0,0
1696949776,0,1,0,0,0,none,0,0
1696949778,0,0,1,0,0,none,0,0
1696949791,0,0,0,0,1,question,1696949778,1696949843
1696949792,0,1,0,0,0,none,0,0
1696949814,0,1,0,0,0,none,0,0
1696949830,0,1,0,0,0,none,0,0
1696949835,0,0,1,0,0,none,0,0
1696949836,0,0,0,2,0,question,1696949870,1696949926
1696949846,0,1,0,0,0,none,0,0
1696949867,0,1,0,0,0,none,0,0
1696949888,0,1,0,0,0,none,0,0
1696949892,0,0,1,0,0,none,0,0
1696949901,0,0,0,0,2,question,1696949870,1696949926
1696949914,0,1,0,0,0,none,0,0
1696949930,0,1,0,0,0,none,0,0
1696949938,0,0,0,3,0,switches,0,1696950012
1696949946,0,1,0,0,0,none,0,0
1696949988,0,1,0,0,0,none,0,0
1696950013,0,-1,0,0,0,none,0,0
1696950015,0,1,0,0,0,none,0,0
1696950019,0,0,0,0,3,switches,0,1696950012
1696950043,0,0,0,4,0,question,1696950083,1696950160
1696950069,0,1,0,0,0,none,0,0
1696950091,0,1,0,0,0,none,0,0
1696950107,0,1,0,0,0,none,0,0
1696950109,0,0,1,0,0,none,0,0
1696950119,0,-1,0,0,0,none,0,0
1696950134,0,0,0,0,4,question,1696950083,1696950160
1696950136,0,-1,0,0,0,none,0,0
1696950148,0,0,0,5,0,question,1696950185,1696950254
1696950166,0,1,0,0,0,none,0,0
1696950190,0,1,0,0,0,none,0,0
1696950203,0,0,0,0,5,question,1696950185,1696950254
1696950233,-1,0,0,0,0,none,0,0
