timestamp,game,piece,objective,interruption_in,interruption_out,interruption_type,interruption_begin_time,interruption_due_time
1698166880,1,0,0,0,0,none,0,0
1698166930,0,1,0,0,0,none,0,0
1698166946,0,1,0,0,0,none,0,0
1698166962,0,1,0,0,0,none,0,0
1698166978,0,1,0,0,0,none,0,0
1698166995,0,1,0,0,0,none,0,0
1698167011,0,1,0,0,0,none,0,0
1698167037,0,0,1,0,0,none,0,0
1698167079,0,1,0,0,0,none,0,0
1698167099,0,1,0,0,0,none,0,0
1698167125,0,1,0,0,0,none,0,0
1698167141,0,1,0,0,0,none,0,0
1698167173,0,1,0,0,0,none,0,0
1698167193,0,1,0,0,0,none,0,0
1698167209,0,1,0,0,0,none,0,0
1698167211,0,0,1,0,0,none,0,0
1698167225,0,1,0,0,0,none,0,0
1698167241,0,1,0,0,0,none,0,0
1698167257,0,1,0,0,0,none,0,0
1698167281,0,1,0,0,0,none,0,0
1698167297,0,1,0,0,0,none,0,0
1698167301,0,0,1,0,0,none,0,0
1698167314,-1,0,0,0,0,none,0,0
